,mean_max_cred_amount,sum_curr_balance,max_cred_lim,mean_worst_del,max_worst_del,mean_num_paymnts_due,mean_past_due_balnce,mean_worst_past_due_balnce,late_0_30,late_31_60,late_61_90,late_91_120,late_121_150,late_151_worst,num_open_cred_lines_and_loans,number_times_past_due,delinq_per_line,number_mortgages,number_revolvs,income,outcome,ratio,clase
16,3122.0,0.0,10000.0,19.333333333333332,52.0,17.0,2376.0,2830.6666666666665,1.0,0.0,0.0,0.0,0.0,2.0,3,2.0,0.6666666666666666,0.0,2.0,2503,3480,0.7192528735632184,0
17,23998.46153846154,267619.0,39000.0,0.15384615384615385,2.0,0.0,13621.23076923077,54.0,13.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,1.0,4.0,3337,1596,2.0908521303258145,0
18,41592.21428571428,659577.0,354721.0,0.0,0.0,0.0,18195.571428571428,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,1.0,1.0,9,285,0.031578947368421054,0
19,11088.285714285714,16616.0,50000.0,2.857142857142857,13.0,4.642857142857143,3615.9285714285716,700.7142857142857,7.0,1.0,0.0,1.0,0.0,5.0,14,10.0,0.7142857142857143,0.0,4.0,11675,385,30.324675324675326,0
20,10542.333333333334,32982.0,20272.0,6.5,13.0,6.166666666666667,5497.0,5213.833333333333,2.0,0.0,0.0,1.0,0.0,3.0,6,4.0,0.6666666666666666,0.0,1.0,327789,560649,0.5846599209130846,0
21,7568.4390243902435,24830.0,20077.0,0.7317073170731707,7.0,0.975609756097561,109.85365853658537,295.5853658536585,39.0,1.0,0.0,1.0,0.0,0.0,41,11.0,0.2682926829268293,0.0,1.0,4343,10056,0.43188146380270487,1
22,27007.333333333332,75216.0,175920.0,1.6666666666666667,13.0,1.0833333333333333,0.0,224.75,10.0,0.0,0.0,0.0,0.0,2.0,12,2.0,0.16666666666666666,0.0,3.0,31440,47243,0.665495417310501,1
23,12287.642857142857,205871.0,23200.0,9.071428571428571,84.0,14.357142857142858,6040.107142857143,2408.1785714285716,17.0,0.0,0.0,0.0,1.0,10.0,28,13.0,0.4642857142857143,0.0,5.0,76091,42473,1.7915146092811904,0
24,41473.346153846156,10920.0,150000.0,0.5,13.0,3.1923076923076925,4814.692307692308,65.38461538461539,16.0,0.0,1.0,1.0,1.0,7.0,26,11.0,0.4230769230769231,0.0,20.0,60610,8667,6.993192569516557,1
25,210000.0,200792.0,210000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2772,70652,0.039234558115835365,1
26,448307.0,441894.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,5629,38947,0.1445297455516471,1
27,30954.447368421053,225038.0,82367.0,0.05263157894736842,1.0,0.0,0.0,34.1578947368421,38.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,17.0,159955,102015,1.567955692790276,1
28,197.0,197.0,100.0,0.0,0.0,0.0,197.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,67183,933,72.0075026795284,0
29,2102.6666666666665,3609.0,25000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3.0,47209,25331,1.8636848130748884,1
30,26258.125,106926.0,95700.0,0.5,2.0,1.125,4703.25,3373.375,7.0,0.0,0.0,1.0,0.0,0.0,8,3.0,0.375,1.0,2.0,44181,51396,0.8596194256362363,0
31,27828.470588235294,75579.0,254267.0,0.17647058823529413,2.0,3.764705882352941,0.0,630.6470588235294,10.0,1.0,0.0,2.0,2.0,2.0,17,9.0,0.5294117647058824,0.0,9.0,5220,3972,1.3141993957703928,1
32,22724.666666666668,333492.0,97592.0,2.4313725490196076,57.0,0.11764705882352941,43.88235294117647,451.5882352941176,49.0,2.0,0.0,0.0,0.0,0.0,51,4.0,0.0784313725490196,0.0,22.0,174710,266500,0.6555722326454034,1
33,74016.2,275003.0,201276.0,0.8,3.0,2.6,257.4,1141.8,4.0,0.0,1.0,0.0,0.0,0.0,5,2.0,0.4,0.0,1.0,39878,81792,0.48755379499217527,1
34,10580.133333333333,118703.0,25800.0,3.466666666666667,13.0,3.533333333333333,9273.4,6859.2,11.0,0.0,0.0,1.0,1.0,2.0,15,6.0,0.4,0.0,5.0,2167,4885,0.4436028659160696,0
35,97923.52173913043,37138.0,317235.0,0.43478260869565216,5.0,0.08695652173913043,0.0,95.65217391304348,23.0,0.0,0.0,0.0,0.0,0.0,23,2.0,0.08695652173913043,0.0,15.0,1553,5590,0.2778175313059034,1
36,90567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,23603,25063,0.9417467980688664,1
37,47176.555555555555,399934.0,256089.0,0.1111111111111111,1.0,0.0,1853.3333333333333,64.0,9.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1.0,5.0,577788,563775,1.0248556605028603,1
38,62921.27777777778,850197.0,295519.0,0.6666666666666666,11.0,1.9444444444444444,6995.888888888889,685.6111111111111,13.0,2.0,0.0,1.0,0.0,2.0,18,6.0,0.3333333333333333,1.0,3.0,7799,14419,0.5408835564186143,1
39,5497.5,29284.0,20000.0,0.0,0.0,0.0,4880.666666666667,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,2205,4462,0.49417301658449125,1
40,56218.333333333336,408844.0,321281.0,1.7333333333333334,13.0,0.8,0.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,15,2.0,0.13333333333333333,0.0,3.0,9193,57064,0.1610998177484929,1
41,14070.111111111111,223172.0,4451.0,2.5,13.0,1.2777777777777777,12398.444444444445,12640.5,17.0,0.0,0.0,0.0,0.0,1.0,18,2.0,0.1111111111111111,0.0,1.0,7143,12,595.25,0
42,5430.777777777777,48964.0,21609.0,16.555555555555557,84.0,21.444444444444443,4586.555555555556,4546.444444444444,3.0,0.0,0.0,1.0,0.0,5.0,9,6.0,0.6666666666666666,0.0,1.0,213,142,1.5,0
43,28851.4,37548.0,145000.0,0.06666666666666667,1.0,0.4666666666666667,25.6,61.6,14.0,0.0,0.0,0.0,0.0,1.0,15,1.0,0.06666666666666667,0.0,10.0,59475,46927,1.2673940375476804,1
44,10928.864864864865,114999.0,48500.0,0.8918918918918919,8.0,3.4594594594594597,2007.162162162162,319.1621621621622,32.0,1.0,0.0,1.0,0.0,3.0,37,12.0,0.32432432432432434,0.0,4.0,34217,25865,1.322907403827566,0
45,5990.424242424242,64935.0,28065.0,0.15151515151515152,2.0,0.06060606060606061,0.0,78.96969696969697,33.0,0.0,0.0,0.0,0.0,0.0,33,2.0,0.06060606060606061,0.0,7.0,40153,65502,0.6130041830783793,1
46,8186.766816143498,229463.0,21609.0,0.8923766816143498,84.0,1.0179372197309418,376.05381165919283,391.29596412556054,216.0,1.0,1.0,0.0,0.0,5.0,223,12.0,0.053811659192825115,0.0,6.0,1865,3124,0.5969910371318822,0
47,28806.444444444445,455556.0,166727.0,0.0,0.0,0.0,13622.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,1.0,3.0,1325605,737374,1.797737647381112,1
48,27551.846153846152,332143.0,165270.0,0.0,0.0,3.2051282051282053,2832.948717948718,0.0,30.0,2.0,0.0,0.0,0.0,7.0,39,13.0,0.3333333333333333,1.0,7.0,8203,3795,2.161528326745718,1
49,52950.0,52950.0,54050.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,946423,57722,16.396226741970132,1
50,5546.836363636364,19013.0,0.0,1.3818181818181818,63.0,1.3636363636363635,236.54545454545453,236.54545454545453,53.0,1.0,0.0,0.0,0.0,1.0,55,3.0,0.05454545454545454,0.0,0.0,70259,99790,0.7040685439422788,0
51,25933.8,148868.0,70000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,3.0,35743,14670,2.436468984321745,1
52,26724.0,100724.0,47956.0,13.875,84.0,5.625,12590.375,12620.875,4.0,0.0,1.0,0.0,1.0,2.0,8,4.0,0.5,0.0,3.0,2874,2892,0.9937759336099585,0
53,53504.0,340344.0,212720.0,0.4444444444444444,4.0,2.5555555555555554,0.0,77.44444444444444,7.0,0.0,0.0,0.0,0.0,2.0,9,3.0,0.3333333333333333,0.0,3.0,23521,116104,0.2025856128987804,1
54,17175.18181818182,205566.0,153308.0,0.09090909090909091,1.0,0.09090909090909091,0.0,36.36363636363637,11.0,0.0,0.0,0.0,0.0,0.0,11,1.0,0.09090909090909091,1.0,1.0,20808,14300,1.455104895104895,1
55,8939.333333333334,1588.0,20000.0,7.666666666666667,13.0,13.666666666666666,529.3333333333334,1676.0,0.0,0.0,1.0,0.0,0.0,2.0,3,3.0,1.0,0.0,0.0,39295,29878,1.3151817390722271,0
56,26096.13888888889,31476.0,66000.0,1.4722222222222223,13.0,1.7916666666666667,662.625,530.7083333333334,62.0,2.0,2.0,0.0,1.0,5.0,72,12.0,0.16666666666666666,0.0,10.0,4295,15832,0.27128600303183426,0
57,33921.0,192067.0,147600.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,4.0,16583,72029,0.23022671424009775,1
58,28488.18181818182,161562.0,26000.0,0.0,0.0,4.2727272727272725,0.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,11,5.0,0.45454545454545453,0.0,7.0,6257,21905,0.2856425473636156,1
59,19914.214285714286,10744.0,30067.0,0.07142857142857142,1.0,0.07142857142857142,0.0,104.92857142857143,14.0,0.0,0.0,0.0,0.0,0.0,14,1.0,0.07142857142857142,0.0,0.0,1276,23305,0.054752199098905815,1
60,99499.0,158345.0,173343.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2783,3203,0.8688729316266001,1
61,53966.6875,65937.0,767600.0,2.625,13.0,2.125,2563.5625,1051.0,14.0,0.0,0.0,0.0,0.0,2.0,16,3.0,0.1875,1.0,1.0,7882,1033,7.630203291384317,0
62,49986.0,379958.0,165343.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,3.0,14013,42973,0.32608847415819237,1
63,21599.909090909092,200632.0,173190.0,8.454545454545455,41.0,3.3636363636363638,17483.090909090908,17483.090909090908,9.0,0.0,0.0,0.0,0.0,2.0,11,5.0,0.45454545454545453,1.0,1.0,750,37,20.27027027027027,0
64,48874.555555555555,402449.0,52000.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,157186,135976,1.1559834088368535,1
65,34181.2,56527.0,214866.0,1.7,13.0,1.5,8147.5,673.7,9.0,0.0,0.0,0.0,0.0,1.0,10,2.0,0.2,0.0,1.0,195298,27108,7.204441493286115,0
66,9616.166666666666,28365.0,25004.0,1.5,15.0,5.777777777777778,1351.0,343.44444444444446,16.0,0.0,0.0,0.0,0.0,2.0,18,3.0,0.16666666666666666,0.0,3.0,5408,7589,0.7126103570957966,0
67,27672.81818181818,98832.0,148862.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,5.0,6302,17323,0.3637938001500895,1
68,17312.545454545456,46327.0,10000.0,2.727272727272727,13.0,9.863636363636363,1542.1818181818182,1387.090909090909,17.0,0.0,0.0,0.0,0.0,5.0,22,5.0,0.22727272727272727,0.0,3.0,13837,7927,1.7455531727008957,0
69,4592.695652173913,49075.0,13659.0,0.5434782608695652,7.0,0.1956521739130435,61.130434782608695,250.97826086956522,45.0,1.0,0.0,0.0,0.0,0.0,46,4.0,0.08695652173913043,0.0,2.0,5731,1132,5.062720848056537,0
70,20682.25,74921.0,30200.0,0.0,0.0,0.375,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,8,2.0,0.25,0.0,3.0,107180,134306,0.798028382946406,1
71,35783.35294117647,261421.0,214233.0,1.5294117647058822,13.0,2.823529411764706,15868.235294117647,10000.117647058823,15.0,0.0,0.0,0.0,0.0,2.0,17,2.0,0.11764705882352941,0.0,10.0,6069,3358,1.8073257891602144,0
72,78252.66666666667,522247.0,66900.0,0.0,0.0,0.0,52.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,5.0,137221,115782,1.1851669516850634,1
73,15861.380952380952,298854.0,233734.0,0.23809523809523808,1.0,0.38095238095238093,55.95238095238095,243.66666666666666,20.0,1.0,0.0,0.0,0.0,0.0,21,4.0,0.19047619047619047,1.0,5.0,333,1576,0.21129441624365483,1
74,12334.181818181818,36678.0,20074.0,2.3181818181818183,26.0,1.7727272727272727,419.09090909090907,1082.2272727272727,20.0,1.0,0.0,0.0,0.0,1.0,22,9.0,0.4090909090909091,0.0,0.0,79565,28381,2.803460061308622,0
75,6869.0,37870.0,10192.0,2.1666666666666665,13.0,11.333333333333334,8022.833333333333,2306.5,1.0,0.0,1.0,0.0,0.0,4.0,6,6.0,1.0,0.0,2.0,4261,6558,0.6497407746264104,0
76,18212.454545454544,131122.0,82000.0,0.7727272727272727,7.0,3.090909090909091,687.2272727272727,376.40909090909093,20.0,0.0,0.0,0.0,0.0,2.0,22,4.0,0.18181818181818182,1.0,3.0,7835,12396,0.6320587286221362,0
77,47899.3,191213.0,142814.0,0.0,0.0,0.3,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,10,1.0,0.1,0.0,4.0,2659,27854,0.09546205212895814,1
78,6578.0,39207.0,21609.0,6.5,13.0,3.5,5562.333333333333,3305.3333333333335,1.0,2.0,1.0,0.0,2.0,0.0,6,5.0,0.8333333333333334,0.0,3.0,2745,8552,0.320977549111319,0
79,3545.785714285714,40790.0,21609.0,6.928571428571429,84.0,0.2857142857142857,2467.5714285714284,673.5,13.0,0.0,0.0,1.0,0.0,0.0,14,1.0,0.07142857142857142,0.0,1.0,9023,4177,2.1601627962652623,0
80,14682.8,37514.0,192682.0,0.48,11.0,0.12,0.0,213.68,25.0,0.0,0.0,0.0,0.0,0.0,25,2.0,0.08,0.0,7.0,87,34957,0.0024887719197871673,0
81,103146.28260869565,1564633.0,625837.0,0.0,0.0,0.08695652173913043,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,46,3.0,0.06521739130434782,0.0,36.0,266402,173202,1.5381000219397005,1
82,19497.25806451613,68245.0,153754.0,1.6774193548387097,13.0,2.129032258064516,455.3225806451613,1092.741935483871,19.0,3.0,4.0,1.0,0.0,4.0,31,15.0,0.4838709677419355,0.0,16.0,14682,17600,0.8342045454545455,0
83,66823.33333333333,336723.0,389372.0,0.0,0.0,0.0,0.8333333333333334,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,4608,21725,0.21210586881472956,1
84,5632.0,11080.0,11080.0,7.6,13.0,7.2,3832.0,4347.2,2.0,0.0,0.0,1.0,0.0,2.0,5,4.0,0.8,0.0,2.0,178,387,0.4599483204134367,0
85,10949.272727272728,600.0,17600.0,0.45454545454545453,6.0,0.7272727272727273,5064.409090909091,921.8636363636364,21.0,0.0,0.0,0.0,0.0,1.0,22,2.0,0.09090909090909091,0.0,7.0,810010,972279,0.8331044895549529,1
86,44052.72727272727,351516.0,211680.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,6.0,69579,75754,0.9184861525464002,1
87,4285.152671755725,137566.0,93301.0,0.022900763358778626,1.0,0.1297709923664122,165.43129770992365,40.3206106870229,260.0,0.0,0.0,0.0,0.0,2.0,262,13.0,0.04961832061068702,0.0,12.0,26958,18260,1.476341730558598,1
88,23780.133333333335,271739.0,171911.0,0.8666666666666667,13.0,0.0,2608.6666666666665,629.8666666666667,15.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,1.0,5.0,842,7757,0.10854711873146836,1
89,74815.17647058824,768535.0,146000.0,0.058823529411764705,1.0,0.058823529411764705,0.0,80.70588235294117,17.0,0.0,0.0,0.0,0.0,0.0,17,1.0,0.058823529411764705,0.0,8.0,65683,64835,1.0130793552864965,1
90,26585.29411764706,238732.0,38999.0,0.17647058823529413,2.0,0.17647058823529413,18.294117647058822,275.4117647058824,17.0,0.0,0.0,0.0,0.0,0.0,17,2.0,0.11764705882352941,0.0,4.0,113280,61296,1.8480814408770556,1
91,48696.7,788062.0,199892.0,2.8,13.0,2.2,5496.8,9319.5,6.0,1.0,1.0,1.0,0.0,1.0,10,5.0,0.5,2.0,2.0,250,34673,0.00721022120958671,1
92,7724.5,12637.0,7500.0,42.0,84.0,47.5,6318.5,6318.5,1.0,0.0,0.0,0.0,0.0,1.0,2,1.0,0.5,0.0,1.0,55411,53310,1.0394109923091353,0
93,24461.6875,307450.0,228898.0,1.5,6.0,1.875,536.125,188.3125,14.0,0.0,0.0,2.0,0.0,0.0,16,2.0,0.125,1.0,3.0,659,3065,0.21500815660685155,0
94,29682.75,193.0,50000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,6.0,23050,3790,6.08179419525066,1
95,42555.3125,604639.0,400000.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,4.0,74907,112604,0.6652250364107847,1
96,30003.0,92935.0,130393.0,0.0,0.0,0.0,4573.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,3256,7581,0.42949478960559295,0
97,7898.37037037037,104106.0,49613.0,2.6666666666666665,7.0,0.8888888888888888,1051.4074074074074,377.25925925925924,26.0,0.0,0.0,0.0,0.0,1.0,27,1.0,0.037037037037037035,0.0,14.0,125369,4472,28.034212880143112,0
98,42878.2,173626.0,377000.0,0.04,1.0,0.04,0.0,105.6,25.0,0.0,0.0,0.0,0.0,0.0,25,1.0,0.04,0.0,18.0,45833,101070,0.45347778767191055,1
99,1666.6666666666667,0.0,4000.0,0.0,0.0,0.0,2177.6666666666665,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,2340,5631,0.41555673947789024,0
100,7835.7692307692305,28938.0,10008.0,4.538461538461538,20.0,0.9230769230769231,2785.846153846154,2211.769230769231,12.0,1.0,0.0,0.0,0.0,0.0,13,3.0,0.23076923076923078,0.0,0.0,67278,9913,6.786845556340159,0
101,8830.5,40746.0,20000.0,2.1666666666666665,13.0,0.0,655.1666666666666,2325.5,6.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,4.0,1074,3044,0.3528252299605782,0
102,9961.5,43066.0,17988.0,21.5,84.0,24.833333333333332,8100.166666666667,8100.166666666667,1.0,0.0,0.0,0.0,1.0,4.0,6,5.0,0.8333333333333334,0.0,2.0,666,7805,0.08532991672005125,0
103,70833.08791208791,822503.0,370000.0,0.0989010989010989,9.0,0.5274725274725275,826.6703296703297,89.61538461538461,81.0,1.0,3.0,2.0,1.0,3.0,91,15.0,0.16483516483516483,4.0,15.0,9344842,5439206,1.7180525981181811,1
104,1948.6666666666667,24728.0,21609.0,1.7083333333333333,13.0,3.0,1058.7916666666667,1030.3333333333333,20.0,0.0,0.0,0.0,0.0,4.0,24,5.0,0.20833333333333334,0.0,1.0,10602,2425,4.371958762886598,0
105,5955.0,10235.0,0.0,0.0,0.0,0.0,5117.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,338,100,3.38,0
106,24465.736842105263,48464.0,100000.0,0.5789473684210527,11.0,0.0,0.0,117.89473684210526,19.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,4.0,2368,2490,0.951004016064257,1
107,71469.25,186377.0,280729.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.0,45297,82295,0.5504222613767543,1
108,1894.4285714285713,0.0,5357.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,1.0,145774,123010,1.1850581253556622,1
109,5995.5,23903.0,49000.0,0.0,0.0,5.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4,1.0,0.25,0.0,1.0,66530,19108,3.481787732886749,1
110,5459.142857142857,18557.0,14406.0,3.7142857142857144,13.0,1.4285714285714286,2523.4285714285716,2523.4285714285716,4.0,1.0,1.0,0.0,1.0,0.0,7,3.0,0.42857142857142855,0.0,0.0,613,5353,0.11451522510741641,0
111,35898.77777777778,507438.0,500000.0,0.16666666666666666,1.0,0.16666666666666666,1201.7777777777778,310.1666666666667,16.0,0.0,0.0,0.0,0.0,2.0,18,2.0,0.1111111111111111,0.0,3.0,136813,26059,5.250124716988372,0
112,30658.272727272728,249525.0,97000.0,0.09090909090909091,1.0,0.045454545454545456,0.0,86.86363636363636,22.0,0.0,0.0,0.0,0.0,0.0,22,1.0,0.045454545454545456,0.0,5.0,12198,11796,1.0340793489318414,1
113,13178.904761904761,144940.0,20000.0,0.6190476190476191,13.0,0.14285714285714285,4724.523809523809,486.6666666666667,20.0,0.0,1.0,0.0,0.0,0.0,21,1.0,0.047619047619047616,0.0,16.0,13310,9269,1.4359693602330348,1
114,4111.2,4273.0,7000.0,0.0,0.0,0.0,3841.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2.0,79,2099,0.03763696998570748,0
115,8799.681818181818,89386.0,20000.0,1.6363636363636365,9.0,1.6363636363636365,3773.6363636363635,1089.1363636363637,18.0,0.0,2.0,0.0,0.0,2.0,22,6.0,0.2727272727272727,0.0,1.0,4628,124,37.32258064516129,0
116,50643.6,784471.0,315604.0,3.25,13.0,4.75,17739.15,1096.6,7.0,1.0,2.0,1.0,1.0,8.0,20,13.0,0.65,1.0,4.0,6273,2820,2.224468085106383,0
117,17323.375,298625.0,203578.0,5.0625,35.0,1.4375,1324.8125,1752.75,15.0,0.0,0.0,0.0,0.0,1.0,16,1.0,0.0625,1.0,4.0,25330,41001,0.6177898100046341,1
118,241540.57142857142,1670926.0,36000.0,0.14285714285714285,1.0,3.2857142857142856,0.0,380.42857142857144,2.0,3.0,1.0,0.0,0.0,1.0,7,5.0,0.7142857142857143,0.0,4.0,27633,63723,0.43364248387552373,1
119,42483.42105263158,632644.0,71624.0,0.0,0.0,0.0,5262.736842105263,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,9.0,4323,4166,1.0376860297647623,0
120,17006.69230769231,152517.0,50001.0,7.615384615384615,84.0,13.615384615384615,11125.461538461539,226.30769230769232,10.0,1.0,0.0,0.0,0.0,2.0,13,3.0,0.23076923076923078,0.0,5.0,1556,1132,1.3745583038869258,0
121,8654.208333333334,174351.0,130000.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,3.0,807,1558,0.517971758664955,1
122,25330.039215686276,935133.0,127965.0,1.803921568627451,13.0,1.0,1333.0588235294117,450.88235294117646,47.0,1.0,0.0,1.0,0.0,2.0,51,28.0,0.5490196078431373,2.0,4.0,4940,40585,0.12171984723419983,1
123,5348.357142857143,23843.0,12087.0,0.0,0.0,0.0,1927.7142857142858,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,4.0,922978,720026,1.2818675992255835,1
124,27375.1,127507.0,77000.0,0.1,1.0,1.2,0.0,0.1,7.0,0.0,2.0,0.0,0.0,1.0,10,3.0,0.3,0.0,5.0,90508,157001,0.5764804045834103,1
125,19547.254901960783,535394.0,357018.0,1.0784313725490196,6.0,0.1568627450980392,2.450980392156863,60.98039215686274,50.0,0.0,0.0,0.0,0.0,1.0,51,1.0,0.0196078431372549,0.0,20.0,109,12093,0.009013478872074755,1
